id,name,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,state_fullname
7205,Kevin Donel Johnson,2022-03-14,shot,gun,28.0,M,B,San Antonio,TX,False,other,,True,-98.527,29.445,True,Texas
7206,Jose DeJesus Hernandez,2022-03-14,shot,gun,,M,,Shorewood,IL,False,attack,Not fleeing,False,-88.185,41.525,True,Illinois
7207,Jeremy Darryl Dayton,2022-03-15,shot,gun,40.0,M,W,Spanaway,WA,False,attack,,False,-122.435,47.084,True,Washington
7208,Jason Nathaniel Peterson,2022-03-15,shot,gun,47.0,M,,Canton,GA,False,other,,False,-84.469,34.214,True,Georgia
7209,Malcolm Trieste Staton,2022-03-15,shot,undetermined,30.0,M,B,Monroe,NC,False,other,Car,False,-80.522,34.987,True,North Carolina
7210,Carlos Salas,2022-03-15,shot,gun,35.0,M,,Hurst,TX,True,attack,Not fleeing,False,-97.18,32.824,True,Texas
7211,Michael Mercado,2022-03-16,shot,unknown weapon,37.0,M,W,Tacoma,WA,False,other,,False,-122.486,47.217,True,Washington
7212,,2022-03-16,shot,gun,,M,,Seattle,WA,False,attack,Car,True,-122.288,47.552,True,Washington
7213,James Emery,2022-03-17,shot,gun,21.0,M,,Bonne Terre,MO,False,attack,Not fleeing,False,-90.538,37.922,True,Missouri
7214,,2022-03-17,shot,gun,,M,,Lehigh Acres,FL,False,attack,,False,-81.714,26.582,True,Florida
7215,Gregory Eugene Davis,2022-03-17,shot,vehicle,52.0,M,,Lake Mead,NV,False,attack,,False,-115.026,36.196,True,Nevada
7216,Faubricia Virtaux Gainer,2022-03-18,shot,knife,36.0,F,B,Sterling,VA,False,other,Not fleeing,False,-77.387,39.051,True,Virginia
7217,Riley W. Stephens,2022-03-18,shot,knife,29.0,M,W,Louisville,KY,False,other,Foot,False,-85.731,38.239,True,Kentucky
7218,Billy Paul Mitchell,2022-03-18,shot,knife,31.0,M,,Hutchinson County,TX,False,attack,Not fleeing,False,-101.418,35.734,True,Texas
7219,Blaine Patrick Clutter,2022-03-18,shot,gun,29.0,M,,Evansville,WY,False,attack,Not fleeing,False,-106.269,42.864,True,Wyoming
7220,Rodney K. Robinson,2022-03-19,shot,undetermined,21.0,M,,Dewey Beach,DE,False,other,Foot,False,-75.075,38.696,True,Delaware
7221,Irvin D. Moorer-Charley,2022-03-19,shot,knife,34.0,M,B,Columbia,SC,True,attack,Not fleeing,True,-81.055,34.106,True,South Carolina
7222,Collin Neztsosie,2022-03-19,shot,unarmed,33.0,M,,Albuquerque,NM,False,other,Not fleeing,False,-106.498,35.068,True,New Mexico
7223,Richard Schaare,2022-03-19,shot,gun,74.0,M,,Peoria,AZ,False,attack,Not fleeing,True,-112.251,33.849,True,Arizona
7224,,2022-03-19,shot,gun,,M,,Hanson County,SD,False,attack,,False,-97.716,43.159,True,South Dakota
7225,Travis Don Sipes,2022-03-19,shot,gun,34.0,M,,Great Falls,MT,False,other,Not fleeing,False,-111.283,47.497,True,Montana
7226,Nicholas Conklin,2022-03-20,shot,gun,33.0,M,B,Kalamazoo,MI,False,attack,Foot,False,-85.59,42.282,True,Michigan
7227,Michael D. Olson,2022-03-21,shot,gun,30.0,M,,Texarkana,AR,False,attack,,False,-94.03,33.419,True,Arkansas
7228,Jessica Amber Schoverling,2022-03-21,shot,gun,43.0,F,,Tellico Plains,TN,False,attack,Not fleeing,False,-84.34,35.372,True,Tennessee
7229,,2022-03-21,shot,gun,,M,,Gillette,WY,False,attack,,False,-105.498,44.295,True,Wyoming
7230,,2022-03-22,shot,gun,,M,,Discovery Bay,CA,False,other,,False,-121.622,37.931,True,California
7231,Alberto Noriega,2022-03-22,shot,Airsoft pistol,27.0,M,,Chandler,AZ,False,other,Car,False,-111.829,33.308,True,Arizona
7232,Charles Henry Calhoun,2022-03-23,shot,gun,68.0,M,,Clayton County,GA,False,attack,,True,-84.366,33.508,True,Georgia
7233,Felix Catarino,2022-03-23,shot,metal pipe,52.0,M,,Commerce,GA,False,other,Not fleeing,False,-83.385,34.271,True,Georgia
7234,Zy'shonne Johnson,2022-03-24,shot,gun,23.0,M,B,Broward County,FL,False,other,Other,False,-80.178,26.121,True,Florida
7235,Miguel Angel Estrella,2022-03-25,shot,knife,22.0,M,,Pittsfield,MA,True,other,Not fleeing,False,-73.263,42.461,True,Massachusetts
7236,Bryan Thomas Otto,2022-03-25,shot,unknown weapon,46.0,M,W,Dunnellon,FL,False,attack,,False,-82.526,28.988,True,Florida
7237,Timothy Scott Yocom,2022-03-26,shot,gun,38.0,M,,Ada,OK,False,attack,,False,-96.678,34.775,True,Oklahoma
7238,,2022-03-26,shot,gun,,M,,Rapid City,SD,False,attack,Not fleeing,False,-103.245,44.081,True,South Dakota
7239,Zachary Taylor Anderson,2022-03-26,shot,pair of scissors,29.0,M,W,Indian River County,FL,True,attack,Not fleeing,True,-80.393,27.659,True,Florida
7240,Matthew Henry Cieslak,2022-03-26,shot,gun,38.0,M,,Salt Lake City,UT,True,attack,Car,True,-111.944,40.765,True,Utah
7241,Clesslynn Jane Crawford,2022-03-26,shot,unarmed,2.0,F,,Baxter Springs,KS,False,other,,False,-94.736,37.024,True,Kansas
7242,Frederick Clinton Miller,2022-03-27,shot,gun,43.0,M,W,Lexington,KY,True,attack,Not fleeing,False,-84.462,38.053,True,Kentucky
7243,Jose Antonio Suarez,2022-03-27,shot,gun,82.0,M,,Margate,FL,False,attack,,False,-80.221,26.231,True,Florida
7244,,2022-03-27,shot,gun,,M,,Fort Mohave,AZ,True,attack,Foot,False,-114.57,35.041,True,Arizona
7245,Lawrence Knudsen,2022-03-27,shot,gun,56.0,M,,Maricopa,AZ,True,other,,False,-111.996,33.073,True,Arizona
7246,David Luis Aguilera,2022-03-27,shot,undetermined,34.0,M,,Chaves County,NM,False,attack,Foot,False,-104.422,32.979,True,New Mexico
7247,John McCommas,2022-03-27,shot,gun,41.0,M,W,San Benito,TX,False,attack,Car,False,-97.667,26.092,True,Texas
7248,Michael Allensworth,2022-03-28,shot,gun,41.0,M,W,Las Vegas,NV,False,attack,,False,-115.1,36.149,True,Nevada
7249,Monica Vaught,2022-03-29,shot,vehicle,49.0,F,A,Greenwood,IN,True,attack,Car,True,-86.103,39.611,True,Indiana
7250,Eric Putnam,2022-03-29,shot,gun,27.0,M,W,Tucson,AZ,False,attack,,True,-110.809,32.216,True,Arizona
7251,Joseph Roy,2022-03-29,shot,sharp object,24.0,M,,Fresno,CA,False,attack,Not fleeing,False,-119.788,36.738,True,California
7252,Vance Brown,2022-03-29,shot,gun,35.0,M,B,Mifflin Township,PA,False,attack,Not fleeing,False,-76.308,41.028,True,Pennsylvania
7253,Anthony Nunez,2022-03-29,shot,gun,42.0,M,,Hesperia,CA,False,other,Not fleeing,False,-117.323,34.413,True,California
7254,Joshua Baert,2022-03-29,shot,gun,35.0,M,,Wasilla,AK,False,attack,,False,-149.62,61.547,True,Alaska
7255,Samantha L. Edgmond,2022-03-30,shot,metal pipe,35.0,F,,Atkins,AR,False,other,Not fleeing,False,-92.964,35.243,True,Arkansas
7256,Andrew Farnham,2022-03-30,shot,toy weapon,60.0,M,,San Diego,CA,False,attack,Not fleeing,True,-117.047,32.796,True,California
7257,Hector Miguel Portuondo,2022-03-31,shot,gun,53.0,M,W,Miami-Dade County,FL,False,other,Not fleeing,False,-80.231,25.89,True,Florida
7258,Erik Poul Moller Nielsen,2022-03-31,shot,undetermined,36.0,M,,Columbia Township,MI,False,undetermined,,False,-84.29,42.1,True,Michigan
7259,Michael Norton Stockton,2022-03-31,shot,gun,39.0,M,W,Scappoose,OR,False,attack,,False,-122.88,45.768,True,Oregon
7260,,2022-03-31,shot,knife,,M,,Sioux Falls,SD,False,other,,False,-96.752,43.552,True,South Dakota
7261,Travis Shaud,2022-03-31,shot,gun,34.0,M,W,Lebanon,PA,True,attack,Not fleeing,True,-76.421,40.355,True,Pennsylvania
7262,James Sheets,2022-04-01,shot,gun and vehicle,35.0,M,W,Youngstown,OH,False,other,Car,True,,,True,Ohio
7263,Jimmy Ray Whiteside,2022-04-01,shot,machete and hammer,63.0,M,W,Spartanburg County,SC,False,other,,False,-81.978,34.92,True,South Carolina
7264,Taylor John Crabb,2022-04-01,shot,gun and vehicle,37.0,M,W,Albuquerque,NM,False,attack,Car,False,-106.67,35.051,True,New Mexico
7265,Jeremiah Evans,2022-04-01,shot,knife,65.0,M,,Sarasota,FL,False,other,Not fleeing,False,-82.54,27.33,True,Florida
7266,Jeremy D. Berg,2022-04-01,shot,undetermined,43.0,M,W,Hardy County,WV,False,undetermined,,False,-78.959,39.105,True,West Virginia
7267,,2022-04-02,shot,gun,,M,,Oklahoma City,OK,False,attack,Car,False,-97.274,35.629,True,Oklahoma
7268,Jerry Raleigh Livingston,2022-04-02,shot,vehicle,39.0,M,W,Charleston,TN,False,other,,False,-84.749,35.287,True,Tennessee
7269,James Allen Miller,2022-04-02,shot,knife,31.0,M,W,Savannah,GA,False,other,Not fleeing,False,-81.141,31.964,True,Georgia
7270,Adam B. Cobb,2022-04-02,shot,gun,32.0,M,,Pana,IL,False,attack,Car,False,-88.597,41.486,True,Illinois
7271,Christopher Hutson,2022-04-03,shot,gun,34.0,M,W,Newport,TN,False,other,Foot,False,-83.195,35.955,True,Tennessee
7272,Ketura Wilson,2022-04-03,shot,gun,21.0,F,,Oak Forest,IL,True,attack,Foot,False,-87.756,41.603,True,Illinois
7273,Joshua Seth King,2022-04-03,shot,gun,32.0,M,,Tucson,AZ,False,attack,Foot,False,-110.864,32.222,True,Arizona
7274,Darius Kirkwood,2022-04-03,shot,gun,20.0,M,,Wynne,AR,False,attack,Car,False,-90.742,35.242,True,Arkansas
7275,,2022-04-03,shot,gun,,M,,Chicago,IL,False,attack,,True,-87.726,41.753,True,Illinois
7276,Patrick Lyoya,2022-04-04,shot,unarmed,26.0,M,B,Grand Rapids,MI,False,attack,Foot,True,-85.638,42.927,True,Michigan
7277,,2022-04-04,shot,vehicle,,M,,Jurupa Valley,CA,False,attack,Car,False,-117.506,33.975,True,California
7278,Ralph Jones,2022-04-04,shot,gun,54.0,M,,St. Louis,MO,False,attack,,False,-90.241,38.716,True,Missouri
7279,,2022-04-04,shot,vehicle,,M,,Mira Loma,CA,False,attack,Car,False,-117.506,33.975,True,California
7280,Rance L. Tillman,2022-04-05,shot,gun,31.0,M,,Cheyenne,WY,False,attack,Car,False,-104.767,41.163,True,Wyoming
7281,Willie Blount,2022-04-05,shot,gun,67.0,M,B,Swan Quarter,NC,False,attack,Not fleeing,False,-76.316,35.423,True,North Carolina
7282,,2022-04-05,shot,gun,,,,Madison County,TN,False,attack,Foot,False,-88.626,35.74,True,Tennessee
7283,Jesse Henri Werling,2022-04-05,shot,gun,53.0,M,W,Roseville,MN,True,attack,,True,-93.135,45.028,True,Minnesota
7284,Ralph Sebexen,2022-04-05,shot,unarmed,27.0,M,W,Killeen,TX,True,attack,,False,-97.755,31.087,True,Texas
7285,Demarco Stephen Mauge,2022-04-06,shot,gun,20.0,M,,Cobb County,GA,False,other,Not fleeing,False,-84.573,34.035,True,Georgia
7286,Jose Alan Castellanos,2022-04-06,shot,knife,33.0,M,H,Panorama City,CA,False,other,,False,-118.452,34.228,True,California
7287,,2022-04-06,shot,gun,,,,Albuquerque,NM,False,attack,Foot,False,-106.533,35.139,True,New Mexico
7288,Zyhiem Tareem Terrell-Hartman,2022-04-06,shot,gun,18.0,M,,Philadelphia,PA,False,attack,Foot,False,-75.087,40.019,True,Pennsylvania
7289,Christopher A. Miller,2022-04-07,shot,gun,37.0,M,W,Bridgewater,VA,False,attack,Car,False,-79.034,38.399,True,Virginia
7290,Robert L. Wright,2022-04-07,shot,undetermined,34.0,M,,Aiken,SC,False,other,Car,False,-81.72,33.56,True,South Carolina
7291,,2022-04-07,shot,gun,,M,W,Fontana,CA,False,attack,Foot,False,-117.475,34.15,True,California
7292,Gary L. McMillan,2022-04-07,shot,gun,74.0,M,,Doddridge County,WV,False,attack,Not fleeing,False,-80.677,39.237,True,West Virginia
7293,James Wesley Morrison,2022-04-07,shot,gun,49.0,M,,Norman,OK,False,attack,Car,False,-97.353,35.182,True,Oklahoma
7294,Dustin Levell Saffell,2022-04-08,shot,gun,32.0,M,W,Benton Harbor,MI,False,attack,Not fleeing,True,-86.442,42.116,True,Michigan
7295,,2022-04-08,shot,gun,,M,,Taylor,MI,False,attack,Not fleeing,False,-83.301,42.196,True,Michigan
7296,Charlie Albert Thompson,2022-04-09,shot,gun,21.0,M,,Farmington,NM,False,attack,Foot,False,-108.187,36.747,True,New Mexico
7297,Christopher Philip Coppola,2022-04-09,shot,gun,43.0,M,,Derry,NH,False,other,,False,-71.325,42.907,True,New Hampshire
7298,Daniel Luis Valdivia,2022-04-09,shot,undetermined,24.0,M,H,Covina,CA,False,undetermined,,False,-117.89,34.107,True,California
7299,Richard Nichols,2022-04-09,shot,unknown weapon,48.0,M,,Houston,TX,False,other,Not fleeing,True,-95.414,29.898,True,Texas
7300,Jonatan Mosqueda,2022-04-09,shot,undetermined,25.0,M,,Gilbert,AZ,False,other,Foot,True,-111.755,33.307,True,Arizona
7301,David Paul Dixon,2022-04-10,shot,sharp object,36.0,M,,Savannah,GA,False,attack,,False,-81.089,32.08,True,Georgia
7302,Ali Coulter,2022-04-11,shot,gun,20.0,M,B,Covington,KY,False,other,Not fleeing,True,-84.502,39.07,True,Kentucky
7303,Tayler Shannon Osborne,2022-04-11,shot,unarmed,28.0,M,,Salem,OR,False,attack,,False,-123.017,44.943,True,Oregon
7304,Wilford Robert DeWeese,2022-04-11,shot,gun,67.0,M,,Manitou Springs,CO,False,attack,,False,-104.917,38.858,True,Colorado
7305,Dwayne Jackson,2022-04-11,shot,gun,27.0,M,B,Tulsa,OK,False,attack,Not fleeing,False,-95.904,36.05,True,Oklahoma
7306,Merrill Rambarose,2022-04-12,shot,ax,49.0,M,,Edison,NJ,False,other,,False,-74.331,40.548,True,New Jersey
7307,Trevon Ja’Quan Bonner,2022-04-13,shot,gun,18.0,M,,Lafayette,LA,False,attack,,False,-92.032,30.25,True,Louisiana
7308,David L. Ward,2022-04-13,shot,gun,23.0,M,,Ashtabula,OH,True,other,Not fleeing,False,-80.79,41.865,True,Ohio
7309,Timmy Lee Thurman,2022-04-14,shot,gun,,M,W,Bristol,TN,False,attack,Car,False,-82.213,36.588,True,Tennessee
7310,Paul Derrick Moss,2022-04-14,shot,undetermined,51.0,M,,Knox County,TN,False,other,Car,False,-84.097,36.054,True,Tennessee
7311,Kenneth Brian Turner,2022-04-14,shot,undetermined,37.0,M,W,Darlington County,SC,False,undetermined,,False,-79.84,34.28,True,South Carolina
7312,Anthony Hood-Schaffner,2022-04-14,shot,gun,28.0,M,B,Glendale,AZ,False,attack,Foot,False,-112.186,33.599,True,Arizona
7313,James Walsh,2022-04-14,shot,gun,40.0,M,A,Los Angeles,CA,False,undetermined,Foot,False,-118.253,34.113,True,California
7314,Aerie Sadler,2022-04-14,shot,undetermined,25.0,,,Larimer County,CO,False,undetermined,,False,-105.117,40.504,True,Colorado
7315,Alonzo Nesby,2022-04-14,shot,undetermined,60.0,M,B,Huber Heights,OH,False,undetermined,,False,-84.138,39.867,True,Ohio
7316,Andrea C. Barrow,2022-04-15,shot,gun,32.0,F,W,Cowley County,KS,False,other,,False,-96.921,37.266,True,Kansas
7317,Barry Yearout,2022-04-16,shot,undetermined,43.0,M,W,Princeton,WV,False,attack,,False,-81.09,37.371,True,West Virginia
7318,Nickolas Elisha Pierson,2022-04-16,shot,knife,20.0,M,,Atlanta,GA,False,attack,Not fleeing,False,-84.463,33.723,True,Georgia
7319,Oliver Ashley Toledo Saldivar,2022-04-16,shot,gun,26.0,M,A,Prewitt,NM,False,attack,,False,-108.052,35.363,True,New Mexico
7320,Amelia Baca,2022-04-16,shot,knife,75.0,F,,Las Cruces,NM,True,other,,True,-106.773,32.319,True,New Mexico
7321,Guy W. Walker,2022-04-18,shot,bow and arrow,,M,,Vinita,OK,False,undetermined,,False,-95.162,36.628,True,Oklahoma
7322,Larry Marquail Mixon,2022-04-18,shot,gun,19.0,,,Conroe,TX,False,attack,,False,-95.451,30.315,True,Texas
7323,Ronald Charles Trapp,2022-04-19,shot,vehicle,34.0,M,,Linda,CA,False,attack,Car,False,-121.547,39.135,True,California
7324,,2022-04-19,shot,gun,,M,,Pasadena,TX,False,attack,Foot,True,-95.196,29.664,True,Texas
7325,Chris Honea,2022-04-19,shot,undetermined,26.0,M,,Gordon County,GA,False,other,Car,False,-83.745,32.672,True,Georgia
7326,Jesus Javier Aleman,2022-04-20,shot,gun,33.0,M,H,Bakersfield,CA,False,attack,Other,True,-119.02,35.324,True,California
7327,,2022-04-20,shot,stake,,M,,Washington,DC,False,other,Not fleeing,False,-77.061,38.955,True,
7328,Michael David Johnson,2022-04-20,shot,knife,38.0,M,,Chisholm,MN,False,other,,False,-92.878,47.491,True,Minnesota
7329,Bryant Jackson,2022-04-20,shot,gun,28.0,M,B,Yonkers,NY,False,attack,,False,-73.891,40.934,True,New York
7330,Kevin Mahan,2022-04-21,shot,ax,43.0,M,W,Jacksonville,FL,True,other,,False,-81.761,30.226,True,Florida
7331,Jeffrie Glover,2022-04-21,shot,unarmed,34.0,M,,Mott,ND,False,attack,,False,-102.319,46.372,True,North Dakota
7332,William H. Houseworth,2022-04-22,shot,knife,42.0,M,,Edmonds,WA,True,other,Not fleeing,False,-122.358,47.779,True,Washington
7333,Erica Graham,2022-04-23,shot,gun,42.0,F,B,Washington,DC,False,other,,False,-77.024,38.947,True,
7334,John Raymond Fauver,2022-04-23,shot,undetermined,53.0,M,W,Bel Air,MD,True,undetermined,,False,-76.371,39.56,True,Maryland
7335,Rhett J. Thibodeaux,2022-04-24,shot,vehicle,26.0,M,,Assumption Parish,LA,False,attack,Car,False,-90.954,29.816,True,Louisiana
7336,,2022-04-25,shot,gun,,M,,Cleveland,TX,False,other,Foot,False,-95.094,30.347,True,Texas
7337,Ernesto Drew Pena,2022-04-25,shot,gun,26.0,M,H,Amarillo,TX,False,other,,False,-101.793,35.226,True,Texas
7338,William Robert Brink,2022-04-25,shot,gun,24.0,M,,Somerset County,MD,False,attack,Foot,False,-75.69,38.161,True,Maryland
7339,Micaiah Clinton,2022-04-25,shot,gun,27.0,M,,Aurora,OR,False,attack,,False,-122.761,45.233,True,Oregon
7340,Frank Vincent Robles,2022-04-26,shot,knife,53.0,M,,Roseville,MI,False,other,,False,-82.952,42.517,True,Michigan
7341,,2022-04-26,shot,unknown weapon,,,,Evans,CO,False,other,,False,-104.748,40.378,True,Colorado
7342,Jayden Alexander Baez,2022-04-27,shot,undetermined,20.0,M,W,Kissimmee,FL,False,undetermined,,False,-81.471,28.332,True,Florida
7343,,2022-04-27,shot,undetermined,,,,Orange Park,FL,False,other,,False,-81.756,30.148,True,Florida
7344,Russell J. Dufault,2022-04-27,shot,vehicle,58.0,M,,Woonsocket,RI,False,attack,Car,False,-71.525,41.994,True,Rhode Island
7345,Jalen Javon Randle,2022-04-27,shot,gun,29.0,M,B,Houston,TX,False,other,Car,False,-95.27,29.763,True,Texas
7346,Charles Bangs,2022-04-28,shot,undetermined,59.0,M,W,Bowlus,MN,False,undetermined,,True,-94.409,45.819,True,Minnesota
7347,Derrick Padilla,2022-04-28,shot,gun,29.0,M,,Simi Valley,CA,False,attack,,True,-118.781,34.269,True,California
7348,Chase Wesley McDermott,2022-04-29,shot,gun,22.0,M,,Fairburn,GA,False,other,Not fleeing,False,-84.505,33.563,True,Georgia
7349,Jamie M. Feith,2022-04-29,shot,knife,34.0,F,,Hyde Park,NY,False,other,Not fleeing,False,-73.91,41.842,True,New York
7350,Jonathan Laubscher,2022-04-30,shot,knife,28.0,M,,Duluth,GA,False,other,Not fleeing,False,-84.125,33.974,True,Georgia
7351,Bradley Allen,2022-04-30,shot,undetermined,35.0,M,W,Beatrice,NE,False,other,Other,False,-96.735,40.267,True,Nebraska
7352,William Crosby,2022-05-01,shot,unknown weapon,55.0,M,W,Jacksonboro,SC,False,undetermined,,True,-80.454,32.756,True,South Carolina
7353,,2022-05-01,shot,unknown weapon,,,,Midland,TX,False,undetermined,,False,-102.117,32.04,True,Texas
7354,Scott Osborn,2022-05-01,shot,gun,47.0,M,,Hooker,OK,False,attack,Car,False,-101.214,36.863,True,Oklahoma
7355,Juan Lorenzo Molina,2022-05-01,shot,knife,41.0,M,,Ducor,CA,False,other,Not fleeing,False,-119.054,35.916,True,California
7356,Samuel Ed Farnam,2022-05-02,shot,gun,44.0,M,W,Ozark,AL,False,other,Car,False,-85.644,31.44,True,Alabama
7357,Kenneth Sykes,2022-05-03,shot,knife,47.0,M,,Prichard,AL,False,other,Foot,False,-88.09,30.745,True,Alabama
7358,Mekiah D. Harris,2022-05-03,shot,unknown weapon,26.0,M,B,Platte County,MO,False,other,,False,-94.761,39.333,True,Missouri
7359,Laron James,2022-05-03,shot,gun,54.0,M,B,Los Angeles,CA,True,attack,Not fleeing,False,-118.249,34.047,True,California
7360,Elijah Isham,2022-05-04,shot,gun,27.0,M,,Moraine,OH,False,attack,Not fleeing,True,-84.229,39.704,True,Ohio
7361,Cicero Sanchez,2022-05-04,shot,undetermined,31.0,M,,Federal Way,WA,False,other,Car,False,-122.316,47.317,True,Washington
7362,Ralph Picarello,2022-05-04,shot,knife,39.0,M,W,Essex,MD,False,other,Not fleeing,True,-76.471,39.318,True,Maryland
7363,John Alaniz,2022-05-04,shot,undetermined,34.0,M,,Paramount,CA,True,undetermined,,False,-118.169,33.899,True,California
7364,Prince Kingly Gurley,2022-05-05,shot,knife,29.0,M,B,Marion,SC,False,other,Not fleeing,True,-79.391,34.173,True,South Carolina
7365,,2022-05-05,shot,gun,,M,,Sugar Land,TX,False,attack,Foot,False,-95.647,29.622,True,Texas
7366,Larry Chadwick,2022-05-05,shot,gun,68.0,M,,Albertville,AL,False,other,,False,-86.227,34.289,True,Alabama
7367,,2022-05-06,shot,unknown weapon,,M,,Kayenta,AZ,False,other,,False,-110.255,36.728,True,Arizona
7368,William Joseph Weiler,2022-05-06,shot,sharp object,53.0,M,,Rosamond,CA,False,attack,,False,-118.195,34.864,True,California
7369,,2022-05-07,shot,unknown weapon,25.0,M,,Hallandale Beach,FL,False,attack,Foot,True,-80.127,25.986,True,Florida
7370,,2022-05-07,shot,incendiary weapon,,M,,Raleigh,NC,False,attack,Not fleeing,True,-78.599,35.746,True,North Carolina
7371,Alexander James White,2022-05-07,shot,gun,36.0,M,,Wenatchee,WA,False,attack,,False,-120.314,47.424,True,Washington
7372,,2022-05-08,shot,undetermined,,M,,Springdale,AR,False,attack,,False,-94.144,36.159,True,Arkansas
7373,Luis Torres,2022-05-08,shot,sword,21.0,M,,Tulsa,OK,False,attack,Not fleeing,False,-95.993,36.154,True,Oklahoma
7374,John Gilbert Provo,2022-05-09,shot,undetermined,72.0,M,,Del Norte County,CA,False,undetermined,,False,-124.149,41.746,True,California
7375,Felipe De Jesus Herrera,2022-05-10,shot,machete,34.0,M,W,Yuma,AZ,False,other,,False,-114.626,32.713,True,Arizona
7376,Rameek Smith,2022-05-10,shot,gun,25.0,M,,New York,NY,False,attack,Foot,False,-73.895,40.85,True,New York
7377,Victor Gamez,2022-05-10,shot,gun,26.0,M,H,Carrollwood,FL,False,other,,False,-82.488,28.061,True,Florida
7378,Gregory Walker,2022-05-10,shot,gun,65.0,M,,Romeoville,IL,False,other,,False,-88.123,41.615,True,Illinois
7379,Raul Vega Perez,2022-05-10,shot,gun,,M,H,Dime Box,TX,False,attack,Foot,False,-96.825,30.357,True,Texas
7380,James Brian Langley,2022-05-11,shot,knife,,M,W,Cape Girardeau County,MO,False,other,Car,False,-89.578,37.372,True,Missouri
7381,,2022-05-13,shot,toy weapon,,M,,New York,NY,False,attack,Not fleeing,False,-73.889,40.819,True,New York
7382,Romen Emmanuel Phelps,2022-05-13,shot,undetermined,33.0,M,,West Palm Beach,FL,True,attack,Foot,False,-80.06,26.709,True,Florida
7383,Michael Foley,2022-05-13,shot,undetermined,33.0,M,,New Boston,NH,False,undetermined,,False,-71.622,42.948,True,New Hampshire
7384,,2022-05-14,shot,knife,,M,,Sallisaw,OK,False,other,,False,-102.004,36.373,True,Oklahoma
7385,Richard Ortiz,2022-05-14,shot,knife,48.0,M,,Boston,MA,False,attack,,False,-71.066,42.313,True,Massachusetts
7386,Cora Baughman,2022-05-14,shot,gun,66.0,F,,Windham Township,OH,False,other,,False,-81.085,41.265,True,Ohio
7387,,2022-05-15,shot,gun,,M,,Hendry County,FL,False,attack,,False,-81.075,26.611,True,Florida
7388,Justin Moore,2022-05-16,shot,gun,31.0,M,W,Palmyra,IN,False,attack,Not fleeing,True,-86.111,38.406,True,Indiana
7389,Gary Rowland,2022-05-16,shot,gun,30.0,M,W,Benton,KY,False,attack,Not fleeing,False,-88.356,36.866,True,Kentucky
7390,Nygil Cullins,2022-05-18,shot,gun,22.0,M,B,Atlanta,GA,True,attack,Not fleeing,False,-84.37,33.84,True,Georgia
7391,,2022-05-18,shot,gun,,M,B,Houston,TX,False,attack,Other,True,-95.294,29.88,True,Texas
7392,,2022-05-18,shot,garden tool,,M,,Terrytown,LA,False,other,Not fleeing,True,-90.03,29.904,True,Louisiana
7393,Rolando Abel Rojas,2022-05-18,shot,gun,37.0,M,H,Guadalupe,AZ,False,attack,Not fleeing,False,-111.963,33.36,True,Arizona
7394,Carlos Delano Dafill Roberts,2022-05-18,shot,gun,28.0,M,,Orlando,FL,False,attack,Not fleeing,True,-81.431,28.56,True,Florida
7395,,2022-05-19,shot,gun,,F,,Malvern,PA,True,other,,False,-75.527,40.033,True,Pennsylvania
7396,Devon Lee Taylor,2022-05-19,shot,undetermined,19.0,M,,Washington County,OH,False,other,Car,False,-81.628,39.475,True,Ohio
7397,Samuel Frias,2022-05-19,shot,gun,35.0,M,W,Seabrook,TX,False,other,Foot,False,-95.036,29.571,True,Texas
7398,Austin Flores,2022-05-19,shot,toy weapon,27.0,M,H,Fresno,CA,False,other,Not fleeing,True,-119.831,36.781,True,California
7399,Tavis Latimore Carithers,2022-05-19,shot,gun,23.0,M,,Mableton,GA,True,attack,Not fleeing,False,-84.579,33.846,True,Georgia
7400,Rickey Dean Looney,2022-05-19,shot,gun,40.0,M,,Polk County,AR,False,attack,,False,-92.288,34.744,True,Arkansas
7401,Michael MacFhionghain,2022-05-19,shot,knife,57.0,M,W,San Francisco,CA,False,other,Not fleeing,True,-122.393,37.764,True,California
7402,Rafael Mendoza,2022-05-19,shot,unarmed,49.0,M,,San Francisco,CA,False,undetermined,Not fleeing,True,-122.393,37.764,True,California
7403,Camille Weems,2022-05-20,shot,gun,47.0,F,,Miami Township,OH,True,attack,Not fleeing,True,-84.25,39.191,True,Ohio
7404,Da'Shontay King,2022-05-20,shot,gun,,M,B,Racine,WI,False,other,Foot,True,-87.789,42.718,True,Wisconsin
7405,Omari Cryer,2022-05-20,shot,undetermined,25.0,M,B,Louisville,KY,False,undetermined,,False,-85.812,38.248,True,Kentucky
7406,Kalah Shannon Gary,2022-05-21,shot,unknown weapon,26.0,F,,Laurens County,SC,True,other,,False,-81.961,34.462,True,South Carolina
7407,Dennis Fonoimoana,2022-05-21,shot,gun,26.0,M,W,Mount Pleasant Township,PA,False,other,Car,False,-80.302,40.303,True,Pennsylvania
7408,Arthur C. Page,2022-05-21,shot,unarmed,58.0,M,W,Aiken County,SC,False,other,Other,False,-81.604,33.601,True,South Carolina
7409,Billy Joe Reynolds,2022-05-21,shot,gun,43.0,M,W,Stewart County,TN,False,attack,,False,-87.628,36.451,True,Tennessee
7410,Janet Silva,2022-05-21,shot,knife,51.0,F,W,San Antonio,TX,False,other,,False,-98.461,29.407,True,Texas
